id,source,target
document.mqxliff_1276,"Turn up the carpet, etc. under the brake pedal.",Levante la alfombrilla que se encuentra debajo del pedal del freno.
document.mqxliff_1277,"Pierce a needle or similar material to the silencer and melting sheets, and measure the thickness of ""D"" shown in the figure.","Introduzca una aguja o instrumento similar en el silenciador y en las láminas fundentes, y mida el espesor del punto ""D"" que se muestra en la ilustración."
document.mqxliff_1278,"Start the engine, depress the brake pedal with approximately 500 N of force, and measure the distance ""E"" between the silencer and brake pedal shown in the figure.","Ponga en marcha el motor, aplique al pedal de freno una fuerza de aproximadamente 500 N y mida la distancia ""E"" entre el silenciador y el pedal de freno, que se muestra en la ilustración."
document.mqxliff_1279,"Check that the total value of ""D"" and ""E"" measured in the previous items 2 and 3 is within the standard value.","Compruebe que el valor total de ""D"" y ""E"" medidos en los anteriores elementos 2 y 3 están dentro del valor normal."
document.mqxliff_1280,Standard value (D + E):,Valor normal (D + E):
document.mqxliff_1281,"70 mm or more <4D5>, 65 mm or more <4N1>, 80 mm or more <6B3>","70 mm o más <4D5>, 65 mm o más <4N1>, 80 mm o más <6B3>"
document.mqxliff_1282,(From the surface of dash panel to the face of pedal pad),(Desde la superficie del tablero de instrumentos a la superficie del forro del pedal)
document.mqxliff_1283,"If the clearance is outside the standard value, check for air trapped in the brake line, thickness of the disc brake pad, clearance between the lining and the drum and dragging in the parking brake.","Si la distancia está fuera del valor normal, mida el grosor de la pastilla del disco de freno y compruebe que no hay aire atrapado en el conducto de frenos, holgura entre el forro y el tambor, ni arrastre en el freno de estacionamiento."
document.mqxliff_1284,And then adjust and replace defective parts as required.,Ajuste y cambie las piezas dañadas según sea necesario.
document.mqxliff_1285,Return the carpet etc. to its original position.,Vuelva a colocar la alfombrilla en su posición original.
document.mqxliff_1286,CLUTCH PEDAL CHECK AND ADJUSTMENT,COMPROBACIÓN Y AJUSTE DEL PEDAL DEL EMBRAGUE
document.mqxliff_1287,Turn back the carpet etc. under the clutch pedal.,Levante la alfombrilla que se encuentra debajo del pedal del embrague.
document.mqxliff_1288,Measure the clutch pedal clevis pin play (A).,Mida el juego del pasador de horquilla del pedal del embrague (A).
document.mqxliff_1289,"If the play is outside the standard value, go to Step 3.","Si el juego está fuera del valor normal, vaya al paso 3."
document.mqxliff_1290,Standard value (A):,Valor normal (A):
document.mqxliff_1291,1 - 3 mm,1 - 3 mm
document.mqxliff_1292,Remove the clutch switch and clutch interlock switch.,Extraiga el interruptor del embrague y el interruptor de enclavamiento del embrague.
document.mqxliff_1293,caution,precaución
document.mqxliff_1294,"Do not push in the master cylinder pushrod at this time, otherwise the clutch will not operate properly.","No empuje en este momento el vástago empujador del cilindro maestro, ya que de lo contrario el embrague no funcionará correctamente."
document.mqxliff_1295,"If the clutch pedal height is not within the standard value, loosen the setting nut of pushrod, then turn the pushrod to adjust the clutch pedal height to the standard value.","Si la altura del pedal del embrague no está dentro del valor normal, afloje la tuerca de fijación del vástago empujador y después gire el vástago empujador para ajustar la altura del pedal del embrague al valor normal."
document.mqxliff_1296,Check that the height (B) as well as the clearance (C) between the clutch pedal and stopper when the clutch is disengaged are within the standard value.,Compruebe que la altura (B) y la holgura (C) entre el pedal del embrague y el tope cuando se suelta el embrague se encuentren dentro de los valores normales.
document.mqxliff_1297,Standard value (B):,Valor normal (B):
document.mqxliff_1298,<L.H. drive vehicles> 117 - 122 mm,<Vehículos con el volante a la izquierda> 117 - 122 mm
document.mqxliff_1299,<R.H. drive vehicles> 133.5 - 139 mm,"<Vehículos con el volante a la derecha> 133,5 - 139 mm"
document.mqxliff_1300,Standard value (C):,Valor normal (C):
document.mqxliff_1301,<L.H. drive vehicles> 30 mm or more,<Vehículos con volante a la izquierda> 30 mm o más
document.mqxliff_1302,<R.H. drive vehicles> 35 mm or more,<Vehículos con volante a la derecha> 35 mm o más
document.mqxliff_1303,"If the clutch pedal play and height as well as the clearance between the clutch pedal and stopper when the clutch is disengaged are not within the standard value, the air intrusion into the hydraulic system may have occurred, or either the clutch master cylinder or the clutch release cylinder may have an abnormality.","Si el juego, la altura y la holgura del pedal del embrague entre el pedal del embrague y el tope (con el embrague sin aplicar) no están dentro de los valores normales, es probable que se deba a la presencia de aire en el sistema hidráulico o a un cilindro maestro del embrague o a un cilindro de desembrague defectuosos."
document.mqxliff_1304,"In this case, perform air bleeding, or check the clutch master cylinder or the clutch release cylinder, and replace if necessary.","En ese caso, purgue el aire o inspeccione el cilindro maestro del embrague o el cilindro de desembrague, y sustitúyalo si es necesario."
document.mqxliff_1305,Install the clutch switch and clutch interlock switch.,Instale el interruptor del embrague y el interruptor de enclavamiento del embrague.
document.mqxliff_1306,"If the clutch pedal clevis pin play is not within the standard value, loosen the setting nut and move the pushrod to adjust.","Si el juego del pasador de la horquilla del pedal de freno no está dentro del valor normal, abra la tuerca de fijación y mueva el vástago empujador para ajustarlo."
document.mqxliff_1307,"After the adjustments, confirm that the clutch pedal free play (measured at the face of the pedal pad) and the distance between the clutch pedal (the face of the pedal pad) and the floorboard when the clutch is disengaged are within the standard value ranges.","Después de los ajustes, confirme que el juego libre del pedal de embrague (medido en la superficie del forro del pedal) y la distancia existente entre el pedal de embrague (superficie del forro del pedal) y el suelo están dentro de los valores normales cuando el embrague está desembragado."
document.mqxliff_1308,Standard value (D):,Valor normal (D):
document.mqxliff_1309,4 - 13 mm,4 - 13 mm
document.mqxliff_1310,Standard value (C):,Valor normal (C):
document.mqxliff_1311,<L.H. drive vehicles> 30 mm or more,<Vehículos con volante a la izquierda> 30 mm o más
document.mqxliff_1312,<R.H. drive vehicles> 35 mm or more,<Vehículos con volante a la derecha> 35 mm o más
document.mqxliff_1313,"If the measured free play and distance do not agree with the standard value ranges, it is probably the result of either air in the hydraulic system or a faulty master cylinder or clutch.","Si la distancia y el juego libre medidos no se encuentran dentro del valor normal, es posible que se deba a la existencia de aire en el sistema hidráulico o a un fallo del cilindro maestro o el embrague."
document.mqxliff_1314,"Bleed the air, or disassemble and inspect the master cylinder or clutch.","Purgue el aire, o bien desmonte e inspeccione el cilindro maestro o el embrague."
document.mqxliff_1315,"Reinstall the carpet, etc.","Vuelva a colocar la alfombrilla, etc."
document.mqxliff_1316,CHECK PARKING BRAKE LEVER STROKE AND PLAY,COMPROBACIÓN DE LA CARRERA Y EL JUEGO DE LA PALANCA DEL FRENO DE ESTACIONAMIENTO
document.mqxliff_1317,<Lever type parking brake>,<Freno de estacionamiento tipo palanca>
document.mqxliff_1318,STROKE CHECK,COMPROBACIÓN DEL RECORRIDO
document.mqxliff_1319,Attach the spring scale to the centre of the parking brake lever grip.,Enganche el medidor de resorte en el centro del mango de la palanca del freno de estacionamiento.
document.mqxliff_1320,"Then, check that the stroke is within the standard value when the parking brake lever is pulled to the vertical direction of the lever with a force of approximately 200 N.","A continuación, compruebe que el recorrido se encuentra dentro de un valor normal al tirar de la palanca del freno de estacionamiento en dirección vertical con una fuerza aproximada de 200 N."
document.mqxliff_1321,Standard value:,Valor normal:
document.mqxliff_1322,8 - 9 notches,8 - 9 muescas
document.mqxliff_1323,STROKE ADJUSTMENT,AJUSTE DEL RECORRIDO
document.mqxliff_1324,<Vehicles with rear drum brake>,<Vehículos con frenos de tambor traseros>
document.mqxliff_1325,"If the parking brake lever stroke is out of the standard range, adjust as described below:","Si el recorrido de la palanca del freno de mano no está dentro del valor normal, ajústelo como se describe a continuación:"
document.mqxliff_1326,Remove the rear floor console assembly.,Extraiga el conjunto de la consola del suelo trasero.
document.mqxliff_1327,Loosen the adjuster to move it to the cable rod end so that the cable will be free.,"Afloje el ajustador para moverlo hasta el extremo de la varilla del cable, de forma que el cable quede libre."
document.mqxliff_1328,"Turn the ignition switch to ""ON"" position, and start the engine.","Coloque el interruptor de encendido en la posición ""ON"" y arranque el motor."
document.mqxliff_1329,Repeatedly depress the brake pedal until the pedal stroke no longer changes with the engine running.,Pise repetidamente el pedal del freno hasta que el recorrido del pedal deje de cambiar con el motor en marcha.
document.mqxliff_1330,note,nota
document.mqxliff_1331,"If the pedal stroke stops changing, the automatic-adjustment mechanism is functioning normally, and the clearance between the shoe and drum is correct.","Si el recorrido del pedal deja de cambiar, el mecanismo de ajuste automático funciona con normalidad y la holgura existente entre la zapata y el tambor es correcta."
document.mqxliff_1332,"Turn the ignition switch to ""OFF"" position, and stop the engine.","Gire el interruptor de encendido a la posición ""OFF"" y pare el motor."
document.mqxliff_1333,caution,precaución
document.mqxliff_1334,"If the parking brake lever stroke is below the standard value and the braking is too firm, the rear brakes may drag.","Si el recorrido de la palanca del freno de mano no está dentro de los límites del valor normal y el freno está demasiado duro, es posible que los frenos traseros arrastren."
document.mqxliff_1335,Turn the adjuster to adjust the parking brake lever stroke to the standard value.,Gire el regulador para ajustar el recorrido de la palanca del freno de mano con arreglo al valor normal.
document.mqxliff_1336,"After adjusting, check that there is no space between the adjuster and the parking brake lever.","Después de ajustarlo, compruebe que no existe juego entre el regulador y la palanca del freno de mano."
document.mqxliff_1337,Check that the adjuster is secured with the adjuster holder.,Compruebe que el regulador está bien fijado a su soporte.
document.mqxliff_1338,"After adjusting the parking brake lever stroke, jack up the rear end of the vehicle, and then release the parking brake and turn the rear wheels to check that the rear brakes are not dragging.","Después de ajustar la carrera de la palanca del freno de mano, levante la parte trasera del vehículo con el gato. A continuación, suelte el freno de estacionamiento y gire las ruedas traseras para comprobar que los frenos traseros no arrastran."
document.mqxliff_1339,Install the rear floor console assembly.,Instale el conjunto de la consola del suelo trasero.
document.mqxliff_1340,STROKE ADJUSTMENT,AJUSTE DEL RECORRIDO
document.mqxliff_1341,<Vehicles with rear disc brake>,<Vehículos con frenos de disco traseros>
document.mqxliff_1342,"If the parking brake lever stroke is out of the standard range, adjust as described below:","Si el recorrido de la palanca del freno de mano no está dentro del valor normal, ajústelo como se describe a continuación:"
document.mqxliff_1343,Remove the rear floor console assembly.,Extraiga el conjunto de la consola del suelo trasero.
document.mqxliff_1344,Loosen the adjuster to move it to the cable rod end so that the cable will be free.,"Afloje el ajustador para moverlo hasta el extremo de la varilla del cable, de forma que el cable quede libre."
document.mqxliff_1345,"Raise the vehicle, and remove the rear wheels.",Levante el vehículo y retire las ruedas traseras.
document.mqxliff_1346,"Remove the adjustment hole plug of the rear brake disc, and then use a flat-tipped screwdriver to turn the adjuster in the direction of the arrow (the direction which expands the shoe) so that the disc will not rotate.","Extraiga el tapón del orificio de ajuste del disco de freno trasero y utilice un destornillador de punta plana para girar el dispositivo de ajuste en la dirección que indica la flecha (dirección en que se expande la zapata), de modo que el disco no gire."
document.mqxliff_1347,Return the adjuster eight notches in the direction opposite to the direction of the arrow.,Vuelva a girar el ajustador ocho muescas en dirección opuesta a la dirección que indica la flecha.
document.mqxliff_1348,caution,precaución
document.mqxliff_1349,"If the parking brake lever stroke is below the standard value and the braking is too firm, the rear brakes may drag.","Si el recorrido de la palanca del freno de mano no está dentro de los límites del valor normal y el freno está demasiado duro, es posible que los frenos traseros arrastren."
document.mqxliff_1350,Turn the adjuster to adjust the parking brake lever stroke to the standard value.,Gire el regulador para ajustar el recorrido de la palanca del freno de mano con arreglo al valor normal.
document.mqxliff_1351,"After adjusting, check that there is no space between the adjuster and the parking brake lever.","Después de ajustarlo, compruebe que no existe juego entre el regulador y la palanca del freno de mano."
document.mqxliff_1352,Check that the adjuster is secured with the adjuster holder.,Compruebe que el regulador está bien fijado a su soporte.
document.mqxliff_1353,"After adjusting the parking brake lever stroke, jack up the rear end of the vehicle, and then release the parking brake and turn the rear wheels to check that the rear brakes are not dragging.","Después de ajustar la carrera de la palanca del freno de mano, levante la parte trasera del vehículo con el gato. A continuación, suelte el freno de estacionamiento y gire las ruedas traseras para comprobar que los frenos traseros no arrastran."
document.mqxliff_1354,Install the rear floor console assembly.,Instale el conjunto de la consola del suelo trasero.
document.mqxliff_1355,REPLACE AIR PURIFIER FILTER,CAMBIO DEL FILTRO PURIFICADOR DE AIRE
document.mqxliff_1356,Remove the glove box.,Extraiga la guantera.
document.mqxliff_1357,Remove the heater side cover.,Extraiga la cubierta latera del calentador.
document.mqxliff_1358,Replace the clean air filter.,Cambie el filtro de aire limpio.
document.mqxliff_1359,note,nota
document.mqxliff_1360,The arrow on the clean air filter should face downwards.,La flecha del filtro de aire limpio debe orientarse hacia abajo.
document.mqxliff_1361,Install the glove box.,Instale la guantera.
document.mqxliff_1362,CHECK WHEEL ALIGNMENT,COMPROBACIÓN DE LA ALINEACIÓN DE LAS RUEDAS
document.mqxliff_1363,Check whether the contact patch of the tyre is abnormally worn.,Compruebe si la zona de contacto del neumático tiene desgaste anormal.
document.mqxliff_1364,Visually check the suspension components and the tie rod for dent and deformation.,Inspeccione los componentes de la suspensión y la biela de unión en busca de abolladuras y deformación.
document.mqxliff_1365,"If any abnormality is found in steps 1 and 2, measure the wheel alignment.","Si se detecta alguna anomalía en el paso 1 y 2, mida la alineación de las ruedas."
document.mqxliff_1366,FRONT WHEEL ALIGNMENT CHECK AND ADJUSTMENT,COMPROBACIÓN Y AJUSTE DE LA ALINEACIÓN DE LAS RUEDAS DELANTERAS
document.mqxliff_1367,caution,precaución
document.mqxliff_1368,"When the suspension is adjusted, the calibration of steering wheel sensor must be performed.","Cuando se ajusta la suspensión, es necesario realizar la calibración del sensor del volante."
document.mqxliff_1369,<Vehicles with ASTC>,<Vehículos con ASTC>
document.mqxliff_1370,Measure wheel alignment with alignment equipment on a level surface.,"Con el equipo de alineación, mida la alineación de las ruedas sobre una superficie nivelada."
document.mqxliff_1371,"The front suspension, steering system, wheels, and tyres should be serviced to normal condition before measuring wheel alignment.","Antes de medir la alineación de las ruedas, se debe revisar el estado de la suspensión delantera, el sistema de dirección, las ruedas y los neumáticos, y repararlos para que funcionen normalmente si es necesario."
document.mqxliff_1372,TOE-IN,CONVERGENCIA
document.mqxliff_1373,Standard value:,Valor normal:
document.mqxliff_1374,At the centre of tyre tread:,En el centro de la banda de rodadura del neumático:
document.mqxliff_1375,0 - 5 mm,0 - 5 mm
document.mqxliff_1376,Toe-angle (per wheel):,Ángulo de convergencia (por rueda):
document.mqxliff_1377,0°00' - 0°12',0°00' - 0°12'
document.mqxliff_1378,"Adjust the toe-in by undoing the clip and lock nut, and turning the left and right tie rod turnbuckles by the same amount (in opposite directions).",Ajuste la convergencia desmontando la grapa y la contratuerca y haciendo girar la misma distancia los torniquetes de las bielas de unión izquierda y derecha (en direcciones opuestas).
document.mqxliff_1379,note,nota
document.mqxliff_1380,The toe will move out as the left turnbuckle is turned toward the front of the vehicle and the right turnbuckle is turned toward the rear of the vehicle.,La barra se desplazará hacia afuera al mover el torniquete izquierdo hacia la parte delantera del vehículo y el derecho hacia la parte trasera del vehículo.
document.mqxliff_1381,Install the clip and tighten the lock nut to the specified torque.,Coloque la grapa y apriete la contratuerca al par especificado.
document.mqxliff_1382,Tightening torque:,Par de apriete:
document.mqxliff_1383,93 ± 15 N·m,93 ± 15 N·m
document.mqxliff_1384,Confirm that the toe-in is at the standard value.,Asegúrese de que la convergencia se encuentra dentro de los límites del valor normal.
document.mqxliff_1385,Place the front wheel on a turning radius gauge and measure the steering angle.,Coloque las ruedas delanteras sobre un medidor de radio de giro y mida el ángulo de giro.
document.mqxliff_1386,Item,Punto
document.mqxliff_1387,Standard value,Valor normal
document.mqxliff_1388,Inner wheel,Llantas interiores
document.mqxliff_1389,Outer wheel (reference value),Llantas exteriores (valor de referencia)
document.mqxliff_1390,note,nota
document.mqxliff_1391,*:,*:
document.mqxliff_1392,Difference between right and left wheels must be 2°00' or less.,La diferencia entre la rueda derecha y la izquierda debe ser igual o inferior a 2°00”.
document.mqxliff_1393,"If the steering angle is not within the standard value, adjust the toe-in.","Si el ángulo de giro no se encuentra dentro del valor normal, ajuste la convergencia."
document.mqxliff_1394,"CAMBER, CASTER AND KINGPIN INCLINATION","ÁNGULOS DE CAÍDA, AVANCE DEL PIVOTE E INCLINACIÓN DEL PIVOTE DE DIRECCIÓN"
document.mqxliff_1395,Standard value:,Valor normal:
document.mqxliff_1396,Camber,Ángulo de caída
document.mqxliff_1397,Caster,Angulo de avance del pivote
document.mqxliff_1398,Kingpin inclination,Inclinación del pivote de dirección
document.mqxliff_1399,note,nota
document.mqxliff_1400,*:,*:
document.mqxliff_1401,Difference between right and left wheels must be 0°30' or less.,La diferencia entre las llantas derecha e izquierda debe ser de 0°30’ o menos.
document.mqxliff_1402,CAMBER AND CASTER REFERENCE TABLE,TABLA DE REFERENCIA DEL ÁNGULO DE CAÍDA Y EL ÁNGULO DE AVANCE
document.mqxliff_1403,HOW TO READ THIS TABLE (EXAMPLE),CÓMO LEER ESTA TABLA (EJEMPLO)
document.mqxliff_1404,"If the camber difference -0°35' and the caster difference is 0°17' by comparing the measurement value with the standard value, rotate the front adjusting cam by 1.5 graduations to the ""B"" direction and the rear adjusting cam by 2.5 graduations to the ""A"" direction.","Si la diferencia del ángulo de caída es de -0° 35’ y la del avance del pivote es de 0° 17' al comparar el valor de la medición con el valor normal, gire la leva de ajuste delantera 1,5 grados hacia la dirección ""B"" y la leva de ajuste trasera 2,5 grados en la dirección ""A""."
document.mqxliff_1405,note,nota
document.mqxliff_1406,"Solid lines show caster, broken lines show camber.","Las líneas sólidas muestran el avance del pivote, y las discontinuas el ángulo de caída."
document.mqxliff_1407,REAR WHEEL ALIGNMENT CHECK AND ADJUSTMENT,COMPROBACIÓN Y AJUSTE DE LA ALINEACIÓN DE LAS RUEDAS TRASERAS
document.mqxliff_1408,"Before the wheel alignment measurement, adjust the rear suspension, wheel, and tyres in good condition.","Antes de la medición de la alineación de las ruedas, ajuste la suspensión trasera, las ruedas y los neumáticos en buen estado."
document.mqxliff_1409,Park the vehicle on a level surface to measure the wheel alignment.,Estacione el vehículo en una superficie nivelada para medir la alineación de las ruedas.
document.mqxliff_1410,TOE-IN,CONVERGENCIA
document.mqxliff_1411,Standard value:,Valor normal:
document.mqxliff_1412,0 mm (non adjustable),0 mm (no ajustable)
document.mqxliff_1413,CAMBER,ÁNGULO DE CAÍDA
document.mqxliff_1414,Standard value:,Valor normal:
document.mqxliff_1415,0° (non adjustable),0° (no ajustable)
document.mqxliff_1416,note,nota
document.mqxliff_1417,Toe-in and camber are set at the factory and cannot be adjusted.,La convergencia y el ángulo de caída vienen predeterminados de fábrica y no se pueden ajustar.
document.mqxliff_1418,"If toe-in or camber is not within the standard value, check and replace bent or damaged parts.","Si la convergencia o el ángulo de caída no se encuentran dentro del valor normal, revise y cambie las piezas dañadas o dobladas."
document.mqxliff_1419,CHECK FRONT AND REAR WHEEL BEARINGS FOR PLAY,COMPROBACIÓN DEL JUEGO EN LOS COJINETES DE LAS RUEDAS DELANTERAS Y TRASERAS
document.mqxliff_1420,Raise the vehicle.,Eleve el vehículo.
document.mqxliff_1421,Rotate the tyre to check whether the tyre rotates smoothly without abnormal noise.,Gire el neumático para comprobar si gira fácilmente sin emitir ruidos anormales.
document.mqxliff_1422,Put your hands on the outer circumference of the tyre and move it toward the axle to check that there is no looseness by feeling with your hands.,Coloque sus manos en la parte exterior de la circunferencia del neumático y muévalo hacia el eje para comprobar que no haya holgura al sentir con sus manos.
document.mqxliff_1423,"If there is looseness, depress the brake pedal and check again whether the looseness disappears.","En caso de que haya holgura, pise el pedal del freno y compruebe nuevamente si la holgura desaparece."
document.mqxliff_1424,"If the looseness is still present, it is caused by the suspension components and it is not caused by the wheel bearing.","Si todavía hay holgura, entonces se debe a los componentes de la suspensión y no al cojinete de la rueda."
document.mqxliff_1425,"If looseness is found in steps 2 through 4, check the bearing for looseness by using a dial gauge.","Si se detecta holgura del paso 2 al 4, compruebe el cojinete mediante un medidor de cuadrante en busca de holgura."
document.mqxliff_1426,<FRONT WHEEL BEARING FOR PLAY MEASUREMENT>,<MEDICIÓN EN BUSCA DE JUEGO EN LOS COJINETES DE LAS RUEDAS DELANTERAS>
document.mqxliff_1427,Remove the wheel assembly and the brake pad assembly.,Extraiga el conjunto de la rueda y el conjunto de la pastilla del freno.
document.mqxliff_1428,"Insert M12 plain washers, and tighten the nuts (M12 × 1.5) diagonally and evenly to the specified torque (147±10N·m) to secure the brake disc to the hub assembly.","Inserte arandelas planas M12 y apriete las tuercas (M12 x 1,5) de manera diagonal y uniforme al par especificado (147 ± 10N·m) para fijar el disco de freno al conjunto del cubo."
document.mqxliff_1429,Set a dial gauge as shown in the figure.,Coloque un indicador de cuadrante como se muestra en la ilustración.
document.mqxliff_1430,Move the hub in the axial direction and measure the axial play.,Mueva el cubo en dirección axial y mida el juego axial.
document.mqxliff_1431,Limit:,Límite:
document.mqxliff_1432,0 mm,0 mm
document.mqxliff_1433,"On completion, install the wheel assembly and the brake pad assembly.","Al finalizar, coloque el conjunto de la rueda y el conjunto de la pastilla del freno."
document.mqxliff_1434,<REAR WHEEL BEARING FOR PLAY MEASUREMENT>,<MEDICIÓN EN BUSCA DE JUEGO EN LOS COJINETES DE LAS RUEDAS TRASERAS>
document.mqxliff_1435,AXLE SHAFT AXIAL PLAY CHECK,COMPROBACIÓN DEL JUEGO AXIAL DEL SEMIEJE
document.mqxliff_1436,Measure the axle shaft axial play by using a dial indicator.,Mida el juego axial del palier con un medidor de cuadrante.
document.mqxliff_1437,Standard value:,Valor normal:
document.mqxliff_1438,0 - 0.30 mm,"0 - 0,30 mm"
document.mqxliff_1439,"If not within specifications, replace the axle shaft assembly.","Si no se encuentra dentro de las especificaciones, cambie el conjunto del palier."
document.mqxliff_1440,CHECK BRAKE HOSES AND PIPES FOR LEAKAGE,COMPROBACIÓN DE FUGAS EN LAS MANGUERAS Y LAS TUBERÍAS DEL FRENO
document.mqxliff_1441,Check entire circumference and length of hoses and pipes.,Compruebe toda la circunferencia y la longitud de las mangueras y conductos.
document.mqxliff_1442,Check all clamps for tightness and connections for leakage.,Compruebe que todas las abrazaderas estén apretadas y que no existan fugas en las conexiones.
document.mqxliff_1443,CHECK BRAKE PADS AND DISCS FOR WEAR,COMPROBACIÓN DE DESGASTE DE LAS PASTILLAS Y LOS DISCOS DEL FRENO
document.mqxliff_1444,BRAKE PAD CHECK,COMPROBACIÓN DE LAS PASTILLAS DE FRENO
document.mqxliff_1445,caution,precaución
document.mqxliff_1446,"If there is a significant difference in thickness between the brake pads at right and left, check the sliding area and the run-out of the brake disc.","Si hay una diferencia significativa en el grosor de las pastillas de freno del lado izquierdo y derecho, revise el área de deslizamiento y el descentramiento del disco de freno."
document.mqxliff_1447,Visually check the thickness of brake pad from the inspection hole of the calliper body.,Realice una comprobación visual de la pastilla de freno desde el orificio de inspección del cuerpo de la pinza.
document.mqxliff_1448,Standard value:,Valor normal:
document.mqxliff_1449,"10.0 mm <Front (1-piston)>, 12.0 mm <Front (2-piston)>","10,0 mm <parte delantera (1 pistón)>, 12,0 mm <parte delantera (2 pistones)>"
document.mqxliff_1450,10.0 mm,"10,0 mm"
document.mqxliff_1451,<Rear>,<Parte trasera>
document.mqxliff_1452,Limit:,Límite:
document.mqxliff_1453,2.0 mm,"2,00 mm"
document.mqxliff_1454,"If the brake pad thickness is less than the limit value, replace the brake pad.","Si el grosor de la pastilla es inferior al valor límite, sustitúyala."
document.mqxliff_1455,BRAKE DISC CHECK,COMPROBACIÓN DE LOS DISCOS DE FRENO
document.mqxliff_1456,BRAKE DISC THICKNESS CHECK,COMPROBACIÓN DEL GROSOR DEL DISCO DE FRENO
document.mqxliff_1457,Remove contaminants or corrosion from the brake disc surface.,Retire los contaminantes o corrosión de la superficie del disco de freno.
document.mqxliff_1458,Use a micrometer to measure the brake disc thickness at minimum eight points which are 10 mm inward from its circumference.,"Utilice un micrómetro para medir el grosor del disco de freno en al menos ocho puntos, a 10 mm hacia el interior de la circunferencia."
document.mqxliff_1459,Standard value:,Valor normal:
document.mqxliff_1460,28.0 mm,"28,0 mm"
document.mqxliff_1461,<Front>,<Delante>
document.mqxliff_1462,18.0 mm,"18,0 mm"
document.mqxliff_1463,<Rear>,<Parte trasera>
document.mqxliff_1464,Limit:,Límite:
document.mqxliff_1465,26.4 mm,"26,4 mm"
document.mqxliff_1466,<Front>,<Delante>
document.mqxliff_1467,16.4 mm,"16,4 mm"
document.mqxliff_1468,<Rear>,<Parte trasera>
document.mqxliff_1469,"If the brake disc thickness is worn beyond the limit value at more than one point, replace the brake disc and check its run-out.","Si el grosor del disco de freno está más desgastado que el valor límite en más de un punto, sustituya el disco de freno y compruebe su descentramiento."
document.mqxliff_1470,BRAKE DISC THICKNESS UNEVENNESS CHECK AND CORRECTION,COMPROBACIÓN Y CORRECCIÓN DEL GROSOR IRREGULAR DEL DISCO DE FRENO
document.mqxliff_1471,Remove contaminants or corrosion from the brake disc surface.,Retire los contaminantes o corrosión de la superficie del disco de freno.
document.mqxliff_1472,Use a micrometer to measure the brake disc thickness at minimum eight points which are 10 mm inward from its circumference.,"Utilice un micrómetro para medir el grosor del disco de freno en al menos ocho puntos, a 10 mm hacia el interior de la circunferencia."
document.mqxliff_1473,Then record the measurements.,"A continuación, registre las medidas."
document.mqxliff_1474,"If the brake disc thickness unevenness (the difference between the maximum and minimum values measured above) is 0.015 mm or less, it is within the standard value.","Si la irregularidad del grosor del disco de freno (la diferencia entre los valores máximos y mínimos medidos anteriormente) es de 0,015 mm o menos, está dentro del valor normal."
document.mqxliff_1475,"If the brake disc thickness unevenness exceeds the standard value, grind it according to the procedure below while it is mounted on the vehicle.","Si la irregularidad del grosor del disco de freno supera el valor normal, rectifíquelo de acuerdo con el procedimiento siguiente mientras está montado en el vehículo."
document.mqxliff_1476,note,nota
document.mqxliff_1477,"If it is suspected that the brake disc thickness will become less than the limit value after the grinding, replace the brake disc and check its run-out.","Si sospecha que después de la rectificación el grosor del freno de disco será inferior al valor límite, sustituya el disco de freno y compruebe su descentramiento."
document.mqxliff_1478,Check for wheel bearing looseness in the axial direction.,Compruebe la fijación del cojinete de la rueda en dirección axial.
document.mqxliff_1479,caution,precaución
document.mqxliff_1480,Insert M12 plain washer and then install the adapter as shown before grinding.,"Inserte la arandela plana M12 y, a continuación, instale el adaptador tal como se muestra antes de la rectificación."
document.mqxliff_1481,Failure to use the M12 plain washer will cause the brake disc to be deformed and ground incorrectly.,"Si no se utiliza la arandela plana M12, el disco de freno se deformará y no se asentará bien."
document.mqxliff_1482,"To grind the brake disc, ensure that all the nuts (M12 X 1.5) are tightened evenly and in a diagonal sequence to the specified torque (100 N·m).","Para rectificar el disco de freno, asegúrese de que todas las tuercas (M12 X 1,5) están apretadas de forma uniforme y en una secuencia diagonal al par de apriete especificado (100 N·m)."
document.mqxliff_1483,"Failure to use all the nuts (M12×1.5), excessive or uneven tightening torque will cause the brake disc to deform or judder.","Si no se utilizan todas las tuercas (M12 × 1,5), un par de apriete excesivo o desigual hará que el disco de freno se deforme o salte."
document.mqxliff_1484,Correct the brake disc uneven thickness by grinding it while in place on the vehicle.,Corrija el grosor irregular del disco de freno rectificándolo mientras está colocado en su sitio en el vehículo.
document.mqxliff_1485,BRAKE DISC RUN-OUT CHECK AND CORRECTION,COMPROBACIÓN Y CORRECCIÓN DEL DESCENTRAMIENTO DEL DISCO DE FRENO
document.mqxliff_1486,Check for wheel bearing looseness in the axial direction.,Compruebe la fijación del cojinete de la rueda en dirección axial.
document.mqxliff_1487,"If the axial play is within the limit value, secure the brake disc by tightening the nut (M12×1.5) evenly to the specified torque (100 N·m).","Si el juego axial está dentro del valor límite, fije el disco de freno apretando la tuerca (M12×1,5) de manera uniforme al par especificado (100 N·m)."
document.mqxliff_1488,"If the axial play still exceeds the limit value, replace the wheel bearing.","Si el juego axial sigue superando el valor límite, sustituya el cojinete de la rueda."
document.mqxliff_1489,Then secure the brake disc by tightening the nut (M12×1.5) evenly to the specified torque (100 N·m).,"A continuación, fije el disco de freno apretando la tuerca (M12 × 1,5) firmemente al par especificado (100 N·m)."
